vehicle_id,listing_date,manufacture_year,brand,vehicle_type,battery_capacity_kwh,battery_health_pct,range_km,km_driven,charging_time_hr,fast_charging,owner_count,city,service_history,resale_price
EV-20031,2027-06-22,2019,Atheron,Sedan,54.5,88.1,298,67530,5.2,Yes,3,Chennai,Complete,1354635
EV-20836,2027-06-23,2020,Atheron,Crossover,68.9,98,427,44287,5.2,Yes,1,Chennai,Missing,1721694
EV-20265,2027-06-24,2017,E-Motion,Hatchback,97.7,,432,63815,6.1,No,1,Pune,Partial,1622601
EV-20659,2027-06-25,2023,E-Motion,Sedan,51.7,91,456,46437,4.5,Yes,2,Delhi,Complete,1658036
EV-20858,2027-06-26,2025,Voltix,SUV,42,90.9,571,44528,5.5,No,1,Chennai,Complete,1761757
EV-20732,2027-06-27,2023,Atheron,Hatchback,82.8,84.1,211,24417,7.1,Yes,2,Chennai,Complete,1540241
EV-20093,2027-06-28,2022,Voltix,SUV,37.3,87.1,360,33117,5.2,No,1,Chennai,,1527175
EV-20508,2027-06-29,2021,Atheron,Sedan,74.7,83.6,493,81140,,No,1,Delhi,Missing,1524145
EV-20546,2027-06-30,2021,Nexora,Crossover,61.8,100,250,24807,6,No,3,Bengaluru,Partial,1570725
EV-20773,2027-07-01,2019,Nexora,Crossover,61.3,91.6,259,40922,7,Yes,1,Bengaluru,Partial,1558011
EV-20759,2027-07-02,2022,Nexora,Sedan,91.9,90.7,432,85163,3.1,Yes,1,Pune,Complete,1850038
EV-20498,2027-07-03,2021,Atheron,SUV,58.6,99.5,266,42067,9.4,Yes,2,Hyderabad,Partial,1617416
EV-20496,2027-07-04,2024,Atheron,Crossover,52.4,95.3,400,150570,6.2,Yes,1,Mumbai,Partial,1581557
EV-20095,2027-07-05,2019,GreenDrive,Hatchback,47.9,94,376,49904,6.5,No,3,Hyderabad,Complete,1442969
EV-20837,2027-07-06,2022,E-Motion,Hatchback,45.4,94.5,379,103273,6.9,Yes,1,Bengaluru,Partial,1426264
EV-20568,2027-07-07,2017,GreenDrive,Sedan,82.5,89.5,630,45823,6.4,Yes,1,Delhi,Complete,1907925
EV-20766,2027-07-08,2025,Atheron,Hatchback,62.3,100,465,33553,3.7,Yes,2,Bengaluru,Missing,1836481
EV-20828,2027-07-09,2016,GreenDrive,Crossover,36.6,93.4,385,42829,9,Yes,1,Pune,Partial,1455423
EV-20329,2027-07-10,2019,Nexora,Crossover,49.9,87.3,434,34448,5.2,Yes,4,Pune,Complete,1641668
EV-20531,2027-07-11,2023,Voltix,Hatchback,61.3,96.5,399,17887,5.7,No,3,Bengaluru,Missing,1710951
EV-20000,2027-07-12,2018,Nexora,SUV,62.6,87.5,474,137443,5.6,No,3,Pune,Complete,1440997
EV-20195,2027-07-13,2021,Nexora,Sedan,73.8,86.4,381,16388,5.5,Yes,1,Hyderabad,Missing,1863860
EV-20076,2027-07-14,2021,Voltix,SUV,65.4,84.3,404,19350,7,Yes,2,Chennai,Complete,1661221
EV-20472,2027-07-15,2025,Voltix,SUV,92.4,89.9,314,45652,5.4,Yes,3,Mumbai,Partial,1881987
EV-20130,2027-07-16,2024,Nexora,SUV,64.8,95.1,241,28942,7.1,No,1,Hyderabad,Partial,1615911
EV-20624,2027-07-17,2023,GreenDrive,SUV,42,87.9,386,32235,6.3,Yes,1,Pune,Complete,1557883
EV-20111,2027-07-18,2023,E-Motion,Sedan,79,89.8,371,40677,6,Yes,1,Pune,Complete,1815005
EV-20747,2027-07-19,2019,Nexora,SUV,39.5,94.3,374,45369,7.5,Yes,2,Hyderabad,Partial,1548168
EV-20717,2027-07-20,2020,E-Motion,Crossover,68.8,89.7,428,36122,7.9,Yes,1,Delhi,Partial,1731631
EV-20305,2027-07-21,2022,E-Motion,SUV,72.2,92.1,438,76200,7.8,No,3,Bengaluru,Complete,1530989
EV-20550,2027-07-22,2021,Nexora,SUV,60.2,84.8,317,39427,3.1,Yes,1,Chennai,Complete,1635966
EV-20992,2027-07-23,2018,Voltix,Crossover,71.1,100,485,38552,6.4,Yes,2,Bengaluru,Complete,1900662
EV-20482,2027-07-24,2021,Atheron,SUV,75.4,94,384,20262,7.6,Yes,2,Mumbai,Partial,1766069
EV-20320,2027-07-25,2018,Atheron,Crossover,61.9,87.3,474,91936,,Yes,2,Hyderabad,Complete,1560528
EV-20033,2027-07-26,2022,Voltix,Crossover,58.3,94,353,39806,3.7,Yes,2,Pune,Partial,1791087
EV-20135,2027-07-27,2023,Nexora,Sedan,55.3,96.5,406,32302,9.4,Yes,3,Mumbai,Partial,1660811
EV-20344,2027-07-28,2021,GreenDrive,Crossover,43.2,90.9,277,16959,7,No,1,Delhi,Missing,1435300
EV-20763,2027-07-29,2022,Atheron,Hatchback,73,88.9,421,78388,4.8,Yes,2,Hyderabad,Partial,1637995
EV-20010,2027-07-30,2025,GreenDrive,Hatchback,72.5,97.6,308,38714,7,No,1,Chennai,Complete,1771230
EV-20395,2027-07-31,2023,E-Motion,Hatchback,50.2,92.3,272,39839,5.1,Yes,2,Chennai,Complete,1507917
EV-20768,2027-08-01,2023,Voltix,Hatchback,35.3,79.6,341,31261,7.4,Yes,1,Delhi,Complete,1512885
EV-20711,2027-08-02,2016,GreenDrive,Crossover,73.5,94.7,304,75266,7.1,No,2,Hyderabad,Complete,1381203
EV-20037,2027-08-03,2018,Nexora,SUV,70.4,85.6,458,27537,7.8,Yes,2,Hyderabad,Partial,1655146
EV-20397,2027-08-04,2023,Atheron,Crossover,69.1,91.6,463,33891,7.4,Yes,3,Delhi,Complete,1803889
EV-20811,2027-08-05,2019,Nexora,Sedan,78.11816494,100,256,68080,4.8,Yes,1,Pune,Partial,1462277
EV-20132,2027-08-06,2017,Voltix,SUV,50.7,95.1,473,44191,6.3,Yes,1,Hyderabad,Complete,1695265
EV-20603,2027-08-07,2021,Nexora,Hatchback,72.1,94.2,578,162402,5.9,No,2,Pune,Partial,1592270
EV-20286,2027-08-08,2016,E-Motion,Sedan,62.4,90.5,,20783,7.1,Yes,1,Bengaluru,Complete,1580892
EV-20167,2027-08-09,2025,E-Motion,SUV,52.4,83.9,218,10856,3.7,Yes,1,Pune,Partial,1664788
EV-20723,2027-08-10,2021,Nexora,Sedan,49,89.6,412,33558,4.9,No,2,Hyderabad,Complete,1661024
EV-20575,2027-08-11,2018,Voltix,Sedan,51.1,90.6,357,38487,5.2,Yes,2,Pune,Missing,1601503
EV-20016,2027-08-12,2016,E-Motion,Hatchback,55,100,409,98192,4.8,Yes,2,Delhi,Complete,1524944
EV-20899,2027-08-13,2017,Nexora,Crossover,49.7,92.8,243,50805,7.3,Yes,1,Mumbai,Missing,1371247
EV-20367,2027-08-14,2016,Nexora,SUV,62.1,89.7,383,32401,5.8,Yes,2,Chennai,Complete,1651410
EV-20762,2027-08-15,2025,Atheron,Hatchback,50.9,97.4,358,54418,3.6,Yes,1,Delhi,Complete,1780615
EV-20948,2027-08-16,2020,Voltix,Hatchback,57,95.6,472,89144,6.3,Yes,2,Bengaluru,Missing,1464596
EV-20075,2027-08-17,2019,Voltix,SUV,64.8,93.2,230,41874,8.4,Yes,3,Hyderabad,Missing,1450418
EV-20772,2027-08-18,2018,Atheron,Hatchback,60.7,86.9,405,26920,4.4,Yes,3,Hyderabad,Complete,1602239
EV-20750,2027-08-19,2018,Nexora,SUV,46.1,81.5,381,135341,4.6,Yes,3,Bengaluru,Complete,1242280
EV-20512,2027-08-20,2024,Nexora,SUV,75.5,96.7,454,52695,3.5,Yes,1,Chennai,Partial,1994485
EV-20417,2027-08-21,2024,Atheron,Crossover,61.7,91.6,320,40084,5.8,Yes,1,Chennai,Complete,1715549
EV-20513,2027-08-22,2020,Atheron,SUV,41.1,83.8,161,80609,6,No,3,Delhi,Partial,1140605
EV-20522,2027-08-23,2023,E-Motion,Hatchback,59.3,92.4,264,25301,5.5,No,1,Chennai,Complete,1514364
EV-20925,2027-08-24,2020,GreenDrive,Hatchback,56.1,92.4,486,33055,7.3,Yes,1,Mumbai,Complete,1579058
EV-20882,2027-08-25,2017,GreenDrive,Hatchback,60.2,88.4,505,92298,8.2,Yes,3,Pune,Complete,1344510
EV-20235,2027-08-26,2023,Nexora,Crossover,42.3,91.4,349,25191,6.5,No,1,Bengaluru,Partial,1664090
EV-20014,2027-08-27,2019,E-Motion,Crossover,74.6,86.9,429,36719,6.7,Yes,2,Pune,Partial,1662379
EV-20765,2027-08-28,2020,Atheron,Crossover,53.8,91.3,373,180656.2177,5.4,Yes,1,Delhi,Complete,1624997
EV-20481,2027-08-29,2020,E-Motion,Sedan,54.1,93.5,281,25951,8.7,Yes,2,Delhi,Complete,1584378
EV-20670,2027-08-30,2017,Voltix,Hatchback,32.6,86.3,442,110689,4.1,No,1,Bengaluru,Complete,1280188
EV-20012,2027-08-31,2016,Atheron,Hatchback,70.1,90.7,420,59465,4.9,Yes,3,Pune,Complete,1504429
EV-20434,2027-09-01,2020,E-Motion,Crossover,76.4,89.2,279,40531,5.5,Yes,2,Mumbai,Partial,1722064
EV-20937,2027-09-02,2021,GreenDrive,Hatchback,72.1,88.1,305,83360,6.4,No,1,Mumbai,Partial,1410717
EV-20771,2027-09-03,2017,Voltix,Hatchback,49.2,92.5,168,37023,6.3,No,1,Chennai,Partial,1347486
EV-20914,2027-09-04,2024,Atheron,Crossover,48,85.1,447,29454,4.3,No,1,Hyderabad,Complete,1704978
EV-20034,2027-09-05,2017,Atheron,Sedan,51.9,94.3,459,18271,5.4,Yes,1,Mumbai,Missing,1652474
EV-20055,2027-09-06,2023,GreenDrive,SUV,38.6,92.4,312,15976,5.2,Yes,2,Mumbai,Partial,1665434
EV-20887,2027-09-07,2017,Atheron,Hatchback,48,96.2,457,61807,6.6,Yes,1,Chennai,Complete,1447544
EV-20485,2027-09-08,2022,Nexora,SUV,58.7,81.3,430,169204,,Yes,2,Bengaluru,Complete,1469659
EV-20394,2027-09-09,2018,Voltix,SUV,56.3,92.7,323,51483,4.7,Yes,2,Mumbai,,1638096
EV-20415,2027-09-10,2024,Nexora,Crossover,59.3,,463,59829,6.4,No,1,Mumbai,Complete,1688046
EV-20062,2027-09-11,2024,Nexora,Sedan,69.2,85.8,474,146622,3.2,Yes,2,Chennai,Partial,1603369
EV-20438,2027-09-12,2025,GreenDrive,SUV,75.4,88.9,433,69012,3.8,Yes,3,Bengaluru,Complete,1783390
EV-20299,2027-09-13,2022,Atheron,Crossover,45.8,85.4,460,25138,3.2,No,1,Bengaluru,Complete,1706608
EV-20525,2027-09-14,2021,GreenDrive,SUV,31.8,83.7,397,53533,2.1,Yes,4,Delhi,Missing,1347295
EV-20189,2027-09-15,2019,GreenDrive,Sedan,78.4,84.1,390,37276,5.5,Yes,4,Bengaluru,Partial,1522451
EV-20116,2027-09-16,2019,Voltix,Crossover,65.1,83.9,,40457,5.3,No,2,Mumbai,Complete,1364370
EV-20653,2027-09-17,2019,Atheron,Crossover,61.4,92.3,398,72412,10.6,No,4,Chennai,Complete,1267473
EV-20795,2027-09-18,2020,E-Motion,Hatchback,65.1,81.4,253,44864,7.8,Yes,2,Bengaluru,Complete,1441234
EV-20129,2027-09-19,2020,Nexora,SUV,69.9,97.4,271,117045,7.5,No,2,Bengaluru,Complete,1555905
EV-20213,2027-09-20,2017,Voltix,SUV,60.3,93.2,341,9262,8.5,Yes,1,Chennai,Partial,1633608
EV-20595,2027-09-21,2021,GreenDrive,SUV,83.9,90.4,227,59087,2,Yes,3,Pune,Complete,1513557
EV-20328,2027-09-22,2016,Atheron,Crossover,51.4,92.4,400,49420,5.8,Yes,1,Pune,Complete,1530809
EV-20357,2027-09-23,2017,E-Motion,Sedan,37.9,89.9,333,61861,3,No,1,Bengaluru,Complete,1338124
EV-20756,2027-09-24,2020,Atheron,Hatchback,67.5,99.9,290,55605,9.2,Yes,1,Bengaluru,Complete,1624596
EV-20984,2027-09-25,2025,Atheron,Crossover,91.1,81.8,434,23708,2,No,1,Delhi,Partial,1958519
EV-20410,2027-09-26,2019,GreenDrive,Sedan,76.8,98.6,264,39435,2.8,Yes,1,Chennai,Complete,1724555
EV-20168,2027-09-27,2019,Voltix,Crossover,63.6,88.2,150,103173,,No,3,Pune,Complete,1232571
